product_id,name,category,units_in_stock,price,rating_avg,return_rate
GRO-09056,Amul Butter,grocery,771,1913.39,4.2,0.9
APP-09057,LG Washing Machine,appliances,906,1996.01,3.4,1.1
CLO-09058,H&M Cotton Shirt,clothing,755,1030.98,2.0,18.3
ELE-09059,Logitech Wireless Mouse,electronics,778,877.48,1.6,7.9
ELE-09060,Dell Laptop,electronics,612,111.29,2.3,16.5
GRO-09061,Nestle Milk,grocery,452,1695.02,2.9,1.3
COS-09062,Revlon Compact Powder,cosmetics,977,1774.83,2.3,14.5
GRO-09063,Nestle Milk,grocery,148,1866.0,4.3,14.1
ELE-09064,Dell Laptop,electronics,64,1534.94,1.2,15.8
SKI-09065,Nivea Soft Cream,skincare,961,1782.42,3.8,1.0
GRO-09066,Whole Foods Organic Oats,grocery,953,496.18,3.6,6.5
SKI-09067,The Ordinary Serum,skincare,393,1682.78,3.4,18.6
ELE-09068,Samsung Smart TV,electronics,413,891.77,4.1,11.3
CLO-09069,Puma Hoodie,clothing,215,1243.82,2.0,7.4
CLO-09070,H&M Cotton Shirt,clothing,850,1317.68,4.3,17.3
GRO-09071,Nestle Milk,grocery,744,1200.82,1.7,10.7
GRO-09072,Hershey's Chocolate,grocery,597,719.1,3.9,7.1
FUR-09073,Urban Ladder Sofa,furniture,159,271.16,2.0,7.7
GRO-09074,Whole Foods Organic Oats,grocery,593,1431.91,4.1,11.6
FUR-09075,Durian Office Desk,furniture,723,917.37,3.8,5.1
SKI-09076,Mamaearth Ubtan,skincare,211,19.06,4.1,14.7
FUR-09077,Godrej Wardrobe,furniture,462,752.87,2.8,8.7
FUR-09078,Nilkamal Chair,furniture,713,1925.55,2.1,13.1
SKI-09079,Cetaphil Moisturizer,skincare,850,1541.04,1.6,4.1
COS-09080,L'Oreal Mascara,cosmetics,852,1973.92,4.6,5.6
FUR-09081,Ikea Study Table,furniture,856,177.8,3.9,12.2
SKI-09082,Mamaearth Ubtan,skincare,307,1967.55,4.8,8.9
CLO-09083,Puma Hoodie,clothing,540,1604.3,2.9,10.2
CLO-09084,Puma Hoodie,clothing,143,379.39,4.8,16.6
GRO-09085,Kellogg's Corn Flakes,grocery,356,1564.34,5.0,7.4
SKI-09086,Cetaphil Moisturizer,skincare,210,283.23,3.2,18.3
HOM-09087,Philips LED Bulb,home,71,1846.5,4.1,7.5
CLO-09088,Puma Hoodie,clothing,98,46.99,3.1,8.4
ELE-09089,Sony Headphones,electronics,204,194.64,2.7,5.4
APP-09090,Samsung Refrigerator,appliances,916,933.58,3.3,5.3
HOM-09091,Milton Water Bottle,home,857,372.39,1.6,18.1
CLO-09092,Zara Summer Dress,clothing,500,1664.88,2.9,3.9
SKI-09093,Mamaearth Ubtan,skincare,263,508.81,1.3,2.8
COS-09094,Maybelline Lipstick,cosmetics,327,160.44,3.8,2.1
FUR-09095,Urban Ladder Sofa,furniture,52,1588.26,2.9,3.5
FUR-09096,Durian Office Desk,furniture,565,979.6,3.5,5.7
COS-09097,Revlon Compact Powder,cosmetics,833,1136.92,4.9,17.6
COS-09098,Revlon Compact Powder,cosmetics,19,1175.68,1.6,13.9
GRO-09099,Whole Foods Organic Oats,grocery,994,1900.11,4.0,18.6
GRO-09100,Kellogg's Corn Flakes,grocery,599,135.76,2.3,1.1
FUR-09101,Nilkamal Chair,furniture,736,356.92,5.0,16.7
COS-09102,MAC Eyeliner,cosmetics,813,388.14,1.8,11.4
APP-09103,Havells Geyser,appliances,756,677.44,1.5,11.8
ELE-09104,Samsung Smart TV,electronics,407,1195.64,3.1,2.3
ELE-09105,Dell Laptop,electronics,102,1387.17,3.6,1.7
COS-09106,Lakme Foundation,cosmetics,669,1540.65,1.1,7.9
APP-09107,LG Washing Machine,appliances,543,1439.34,4.2,3.0
GRO-09108,Kellogg's Corn Flakes,grocery,576,1185.05,2.0,11.0
ELE-09109,Sony Headphones,electronics,25,1187.53,4.4,8.2
SKI-09110,Cetaphil Moisturizer,skincare,980,631.22,2.2,5.1
COS-09111,Revlon Compact Powder,cosmetics,506,300.24,1.6,4.0
FUR-09112,Durian Office Desk,furniture,954,807.64,3.6,11.2
COS-09113,Lakme Foundation,cosmetics,827,318.36,3.6,15.3
FUR-09114,Urban Ladder Sofa,furniture,699,28.53,4.6,5.4
GRO-09115,Whole Foods Organic Oats,grocery,933,513.38,2.8,17.7
ELE-09116,Samsung Smart TV,electronics,197,1973.13,2.9,9.3
CLO-09117,Puma Hoodie,clothing,625,1679.92,1.6,6.2
GRO-09118,Kellogg's Corn Flakes,grocery,406,115.68,3.6,17.4
FUR-09119,Nilkamal Chair,furniture,935,128.71,4.2,6.3
HOM-09120,Philips LED Bulb,home,449,1092.64,4.1,12.0
FUR-09121,Durian Office Desk,furniture,363,1549.54,4.9,13.6
APP-09122,Havells Geyser,appliances,690,944.36,2.3,13.6
ELE-09123,Logitech Wireless Mouse,electronics,663,179.21,4.3,1.4
CLO-09124,Levi's Denim Jeans,clothing,295,795.99,2.7,15.3
FUR-09125,Ikea Study Table,furniture,64,1038.88,3.0,14.4
CLO-09126,Puma Hoodie,clothing,10,572.45,2.4,19.0
CLO-09127,Levi's Denim Jeans,clothing,732,934.07,4.9,17.7
FUR-09128,Godrej Wardrobe,furniture,632,482.33,1.1,16.2
FUR-09129,Urban Ladder Sofa,furniture,770,741.5,1.3,10.4
APP-09130,Bajaj Mixer Grinder,appliances,161,1727.9,2.5,6.8
ELE-09131,Sony Headphones,electronics,137,376.84,4.5,11.3
APP-09132,LG Washing Machine,appliances,409,543.48,4.7,5.3
SKI-09133,The Ordinary Serum,skincare,835,651.36,3.9,13.8
ELE-09134,Logitech Wireless Mouse,electronics,910,1535.11,1.4,18.8
GRO-09135,Nestle Milk,grocery,689,123.61,4.4,2.2
FUR-09136,Nilkamal Chair,furniture,474,355.9,2.2,2.0
COS-09137,L'Oreal Mascara,cosmetics,488,581.82,3.6,17.9
SKI-09138,Cetaphil Moisturizer,skincare,632,548.98,4.9,9.5
CLO-09139,Levi's Denim Jeans,clothing,921,1698.95,4.6,11.9
COS-09140,MAC Eyeliner,cosmetics,679,1364.2,3.5,3.8
COS-09141,MAC Eyeliner,cosmetics,542,1357.48,4.4,10.9
FUR-09142,Urban Ladder Sofa,furniture,270,421.78,2.8,5.1
COS-09143,L'Oreal Mascara,cosmetics,777,1579.4,4.0,10.3
APP-09144,IFB Dishwasher,appliances,29,224.45,1.2,5.5
CLO-09145,Levi's Denim Jeans,clothing,583,817.82,3.1,10.4
HOM-09146,Milton Water Bottle,home,124,448.97,4.3,8.9
GRO-09147,Whole Foods Organic Oats,grocery,458,1678.76,1.9,10.1
SKI-09148,Neutrogena Face Wash,skincare,439,69.93,2.8,3.0
APP-09149,Havells Geyser,appliances,22,1082.92,4.4,17.1
CLO-09150,Nike Sportswear,clothing,558,1443.8,3.4,1.0
ELE-09151,Sony Headphones,electronics,377,527.34,3.8,16.3
FUR-09152,Ikea Study Table,furniture,984,732.82,1.9,16.6
APP-09153,Bajaj Mixer Grinder,appliances,910,946.48,1.3,3.8
SKI-09154,The Ordinary Serum,skincare,415,681.19,4.9,19.3
ELE-09155,Apple iPhone,electronics,618,111.03,3.7,7.8
CLO-09156,Levi's Denim Jeans,clothing,324,1618.34,2.7,11.3
CLO-09157,Puma Hoodie,clothing,975,455.44,2.4,19.4
FUR-09158,Nilkamal Chair,furniture,520,503.31,4.8,6.0
HOM-09159,Cello Chairs,home,628,40.23,1.9,9.6
CLO-09160,Nike Sportswear,clothing,339,1800.32,2.7,17.4
SKI-09161,Mamaearth Ubtan,skincare,101,1965.32,2.3,4.8
FUR-09162,Urban Ladder Sofa,furniture,217,607.11,1.4,9.2
COS-09163,Revlon Compact Powder,cosmetics,384,1657.64,4.8,17.2
COS-09164,Revlon Compact Powder,cosmetics,106,1407.29,3.7,10.2
APP-09165,IFB Dishwasher,appliances,366,1800.05,1.1,6.3
CLO-09166,Nike Sportswear,clothing,432,1599.64,3.0,7.1
COS-09167,MAC Eyeliner,cosmetics,361,1611.83,4.1,10.6
CLO-09168,Zara Summer Dress,clothing,556,1857.04,3.8,15.8
GRO-09169,Whole Foods Organic Oats,grocery,664,1632.16,3.9,19.6
HOM-09170,Cello Chairs,home,936,945.84,3.5,10.4
GRO-09171,Whole Foods Organic Oats,grocery,689,1043.78,5.0,13.1
COS-09172,MAC Eyeliner,cosmetics,879,1110.39,5.0,4.3
APP-09173,Bajaj Mixer Grinder,appliances,971,1974.93,2.7,8.2
COS-09174,Revlon Compact Powder,cosmetics,257,1876.86,1.5,8.9
SKI-09175,Neutrogena Face Wash,skincare,288,1422.59,4.8,5.1
SKI-09176,Neutrogena Face Wash,skincare,423,945.89,3.4,8.7
CLO-09177,Puma Hoodie,clothing,399,1166.56,3.2,17.0
SKI-09178,Nivea Soft Cream,skincare,591,1757.03,3.2,15.1
GRO-09179,Hershey's Chocolate,grocery,732,12.66,3.0,8.1
ELE-09180,Samsung Smart TV,electronics,192,1532.79,4.5,19.3
CLO-09181,Puma Hoodie,clothing,422,665.59,4.2,15.2
APP-09182,IFB Dishwasher,appliances,839,1147.29,3.1,6.4
ELE-09183,Sony Headphones,electronics,301,1860.32,1.4,12.4
COS-09184,MAC Eyeliner,cosmetics,161,566.22,1.1,3.4
COS-09185,Revlon Compact Powder,cosmetics,383,890.46,4.0,18.4
HOM-09186,Philips LED Bulb,home,2,482.94,4.8,9.6
APP-09187,IFB Dishwasher,appliances,534,269.28,4.3,15.6
FUR-09188,Urban Ladder Sofa,furniture,903,1213.67,2.2,12.3
COS-09189,L'Oreal Mascara,cosmetics,266,1332.89,3.0,14.5
CLO-09190,Zara Summer Dress,clothing,471,685.21,2.4,17.2
COS-09191,MAC Eyeliner,cosmetics,484,1378.92,4.0,5.7
SKI-09192,Mamaearth Ubtan,skincare,427,1431.07,3.1,16.9
SKI-09193,Nivea Soft Cream,skincare,386,359.41,2.5,1.4
CLO-09194,Levi's Denim Jeans,clothing,557,365.96,1.0,19.7
APP-09195,IFB Dishwasher,appliances,627,418.33,1.5,15.9
CLO-09196,Nike Sportswear,clothing,239,1368.52,2.0,1.2
ELE-09197,Apple iPhone,electronics,670,362.13,1.7,4.9
SKI-09198,Neutrogena Face Wash,skincare,709,347.91,2.6,10.4
ELE-09199,Samsung Smart TV,electronics,18,1146.66,4.6,8.3
APP-09200,IFB Dishwasher,appliances,583,293.84,4.2,9.3
SKI-09201,Neutrogena Face Wash,skincare,757,343.81,1.5,12.9
ELE-09202,Sony Headphones,electronics,594,1420.27,4.9,6.0
FUR-09203,Ikea Study Table,furniture,380,1612.5,2.5,7.7
FUR-09204,Urban Ladder Sofa,furniture,197,1542.65,2.7,0.9
FUR-09205,Urban Ladder Sofa,furniture,654,348.38,2.7,11.3
HOM-09206,Philips LED Bulb,home,642,219.49,3.1,10.3
ELE-09207,Dell Laptop,electronics,414,603.2,2.2,10.0
FUR-09208,Ikea Study Table,furniture,565,1441.15,4.7,4.6
ELE-09209,Sony Headphones,electronics,382,814.14,2.9,13.8
GRO-09210,Whole Foods Organic Oats,grocery,25,961.58,3.9,5.2
APP-09211,Bajaj Mixer Grinder,appliances,962,1502.6,3.3,3.7
GRO-09212,Kellogg's Corn Flakes,grocery,639,48.71,3.1,19.4
FUR-09213,Nilkamal Chair,furniture,125,1950.1,4.0,16.2
FUR-09214,Nilkamal Chair,furniture,228,722.99,3.4,19.7
CLO-09215,Puma Hoodie,clothing,907,1606.3,1.4,3.9
ELE-09216,Dell Laptop,electronics,454,209.29,1.0,10.7
GRO-09217,Amul Butter,grocery,282,1383.35,4.0,8.4
ELE-09218,Logitech Wireless Mouse,electronics,130,1686.14,3.4,16.6
CLO-09219,H&M Cotton Shirt,clothing,957,1698.66,3.3,2.0
COS-09220,Lakme Foundation,cosmetics,246,1336.95,1.3,5.4
APP-09221,LG Washing Machine,appliances,845,444.98,2.1,18.1
FUR-09222,Urban Ladder Sofa,furniture,146,1402.0,4.1,9.9
SKI-09223,Neutrogena Face Wash,skincare,831,1596.21,4.2,3.9
HOM-09224,Philips LED Bulb,home,419,1246.76,3.7,11.1
FUR-09225,Urban Ladder Sofa,furniture,229,407.87,2.1,18.3
FUR-09226,Durian Office Desk,furniture,963,366.51,3.3,18.2
APP-09227,IFB Dishwasher,appliances,932,245.1,2.3,13.6
CLO-09228,Zara Summer Dress,clothing,272,825.64,1.0,15.7
FUR-09229,Urban Ladder Sofa,furniture,319,317.58,2.5,15.9
ELE-09230,Samsung Smart TV,electronics,596,1334.2,2.2,12.2
GRO-09231,Nestle Milk,grocery,843,1109.28,4.9,2.1
ELE-09232,Logitech Wireless Mouse,electronics,586,1324.41,3.1,2.8
CLO-09233,Puma Hoodie,clothing,250,485.71,4.0,4.5
SKI-09234,Cetaphil Moisturizer,skincare,969,1772.38,2.7,5.0
CLO-09235,H&M Cotton Shirt,clothing,933,907.9,1.1,7.5
FUR-09236,Godrej Wardrobe,furniture,41,369.58,3.0,9.7
APP-09237,LG Washing Machine,appliances,970,1180.31,3.9,10.4
SKI-09238,Nivea Soft Cream,skincare,149,809.99,3.7,6.9
GRO-09239,Amul Butter,grocery,20,1644.17,3.9,9.3
SKI-09240,The Ordinary Serum,skincare,565,1403.87,4.7,18.1
CLO-09241,Levi's Denim Jeans,clothing,953,15.13,2.9,4.7
CLO-09242,H&M Cotton Shirt,clothing,575,1432.56,4.2,17.6
ELE-09243,Logitech Wireless Mouse,electronics,927,1356.31,5.0,15.9
HOM-09244,Amazon Basics Curtains,home,58,335.07,2.9,16.7
APP-09245,LG Washing Machine,appliances,904,1365.98,2.4,13.8
GRO-09246,Hershey's Chocolate,grocery,219,1972.75,4.2,5.7
APP-09247,Bajaj Mixer Grinder,appliances,709,1101.34,2.1,14.4
HOM-09248,Amazon Basics Curtains,home,946,989.08,2.9,9.3
HOM-09249,Pigeon Pressure Cooker,home,11,1052.1,2.2,1.2
FUR-09250,Ikea Study Table,furniture,871,54.88,1.7,0.6
FUR-09251,Godrej Wardrobe,furniture,395,1630.56,1.2,2.9
COS-09252,Lakme Foundation,cosmetics,880,1065.98,3.0,3.6
COS-09253,L'Oreal Mascara,cosmetics,987,73.24,2.6,3.2
CLO-09254,Puma Hoodie,clothing,287,549.51,1.4,15.0
APP-09255,Bajaj Mixer Grinder,appliances,293,1102.21,3.8,1.3
GRO-09256,Amul Butter,grocery,209,300.15,2.5,13.4
COS-09257,Maybelline Lipstick,cosmetics,594,493.61,4.5,14.0
GRO-09258,Hershey's Chocolate,grocery,326,344.53,4.4,17.8
ELE-09259,Samsung Smart TV,electronics,721,1682.16,4.6,13.9
APP-09260,Havells Geyser,appliances,782,439.32,2.6,18.3
GRO-09261,Whole Foods Organic Oats,grocery,170,1566.64,4.1,11.2
CLO-09262,H&M Cotton Shirt,clothing,623,941.77,4.1,6.7
SKI-09263,Nivea Soft Cream,skincare,135,1081.78,1.4,14.8
COS-09264,MAC Eyeliner,cosmetics,64,1575.64,3.9,14.5
APP-09265,LG Washing Machine,appliances,587,853.8,4.8,0.6
ELE-09266,Samsung Smart TV,electronics,798,533.8,1.9,9.1
GRO-09267,Hershey's Chocolate,grocery,791,906.22,2.2,17.4
APP-09268,IFB Dishwasher,appliances,443,769.47,4.9,6.8
COS-09269,MAC Eyeliner,cosmetics,318,58.74,2.6,11.8
FUR-09270,Durian Office Desk,furniture,463,859.17,2.0,1.8
ELE-09271,Logitech Wireless Mouse,electronics,673,202.85,3.8,12.2
FUR-09272,Ikea Study Table,furniture,640,1419.17,1.4,4.3
APP-09273,Havells Geyser,appliances,233,673.91,3.6,2.8
COS-09274,Revlon Compact Powder,cosmetics,508,1155.18,2.4,1.1
GRO-09275,Kellogg's Corn Flakes,grocery,597,1638.49,3.7,2.9
COS-09276,MAC Eyeliner,cosmetics,830,176.9,2.7,17.2
ELE-09277,Apple iPhone,electronics,864,1126.96,2.0,15.7
SKI-09278,Cetaphil Moisturizer,skincare,610,1354.44,2.1,19.0
FUR-09279,Godrej Wardrobe,furniture,923,85.19,2.2,1.2
FUR-09280,Durian Office Desk,furniture,271,18.57,3.1,14.6
SKI-09281,The Ordinary Serum,skincare,507,1124.93,3.7,15.0
CLO-09282,Zara Summer Dress,clothing,896,1742.95,2.0,18.6
SKI-09283,Nivea Soft Cream,skincare,385,640.04,4.4,4.3
FUR-09284,Ikea Study Table,furniture,121,1208.81,3.4,6.9
FUR-09285,Ikea Study Table,furniture,810,1557.2,3.3,11.2
ELE-09286,Samsung Smart TV,electronics,239,1764.42,2.2,4.4
COS-09287,L'Oreal Mascara,cosmetics,546,359.23,3.8,5.7
GRO-09288,Amul Butter,grocery,420,292.18,1.9,12.7
SKI-09289,Nivea Soft Cream,skincare,813,1860.55,2.5,5.5
GRO-09290,Nestle Milk,grocery,455,559.21,3.9,5.1
CLO-09291,Puma Hoodie,clothing,387,1255.76,1.9,6.3
COS-09292,L'Oreal Mascara,cosmetics,563,1447.48,4.7,14.9
COS-09293,Revlon Compact Powder,cosmetics,19,1835.96,2.8,6.9
APP-09294,IFB Dishwasher,appliances,778,522.22,4.5,11.2
SKI-09295,Mamaearth Ubtan,skincare,67,1479.63,1.8,11.2
SKI-09296,Mamaearth Ubtan,skincare,727,866.99,4.5,11.3
ELE-09297,Sony Headphones,electronics,189,1748.68,1.0,15.4
GRO-09298,Whole Foods Organic Oats,grocery,48,1697.25,3.4,17.3
GRO-09299,Hershey's Chocolate,grocery,402,1878.56,4.4,2.2
APP-09300,LG Washing Machine,appliances,457,1907.11,2.3,16.0
HOM-09301,Philips LED Bulb,home,909,439.16,2.5,7.9
CLO-09302,Levi's Denim Jeans,clothing,552,1098.13,2.3,11.4
COS-09303,L'Oreal Mascara,cosmetics,804,271.52,3.7,19.2
FUR-09304,Durian Office Desk,furniture,558,1681.69,2.4,17.3
SKI-09305,Cetaphil Moisturizer,skincare,626,785.53,2.0,12.6
ELE-09306,Apple iPhone,electronics,842,486.31,4.3,4.8
ELE-09307,Sony Headphones,electronics,638,1378.55,4.6,14.5
CLO-09308,H&M Cotton Shirt,clothing,407,980.49,2.6,8.5
APP-09309,IFB Dishwasher,appliances,39,1266.94,2.5,1.8
COS-09310,Maybelline Lipstick,cosmetics,800,327.49,3.6,2.9
ELE-09311,Logitech Wireless Mouse,electronics,330,197.1,5.0,19.5
APP-09312,Havells Geyser,appliances,93,1221.96,2.2,14.7
COS-09313,MAC Eyeliner,cosmetics,394,746.04,4.6,16.0
COS-09314,Lakme Foundation,cosmetics,117,1618.86,3.3,3.9
APP-09315,Samsung Refrigerator,appliances,915,1448.36,4.5,10.7
APP-09316,Havells Geyser,appliances,525,1736.5,2.6,2.0
ELE-09317,Samsung Smart TV,electronics,600,1029.95,3.8,16.4
ELE-09318,Samsung Smart TV,electronics,145,956.56,3.7,11.5
SKI-09319,Neutrogena Face Wash,skincare,556,304.17,2.2,7.6
HOM-09320,Pigeon Pressure Cooker,home,953,238.8,4.7,2.6
CLO-09321,Levi's Denim Jeans,clothing,71,1667.41,4.0,4.2
APP-09322,Bajaj Mixer Grinder,appliances,391,212.13,1.0,17.1
HOM-09323,Amazon Basics Curtains,home,534,447.04,4.8,13.6
GRO-09324,Amul Butter,grocery,177,442.43,3.3,12.7
COS-09325,Revlon Compact Powder,cosmetics,315,468.87,4.6,14.0
SKI-09326,Neutrogena Face Wash,skincare,89,1585.49,1.0,1.2
SKI-09327,Cetaphil Moisturizer,skincare,767,1340.7,3.3,10.6
FUR-09328,Ikea Study Table,furniture,894,1674.86,2.3,13.0
COS-09329,Revlon Compact Powder,cosmetics,674,342.14,2.4,10.3
FUR-09330,Godrej Wardrobe,furniture,212,667.95,2.0,16.4
HOM-09331,Pigeon Pressure Cooker,home,705,10.17,3.6,15.9
ELE-09332,Logitech Wireless Mouse,electronics,191,1339.4,4.2,8.9
ELE-09333,Apple iPhone,electronics,882,435.38,1.5,12.2
ELE-09334,Dell Laptop,electronics,561,1983.66,1.5,2.8
HOM-09335,Pigeon Pressure Cooker,home,986,526.36,1.9,11.8
GRO-09336,Nestle Milk,grocery,14,957.17,2.6,18.2
COS-09337,Maybelline Lipstick,cosmetics,478,291.13,2.8,3.8
COS-09338,MAC Eyeliner,cosmetics,372,731.65,2.2,5.3
COS-09339,MAC Eyeliner,cosmetics,985,1820.53,1.5,1.6
ELE-09340,Logitech Wireless Mouse,electronics,752,1436.42,1.7,12.9
APP-09341,Havells Geyser,appliances,924,1040.36,4.3,16.5
SKI-09342,Cetaphil Moisturizer,skincare,305,1850.08,1.3,13.9
APP-09343,IFB Dishwasher,appliances,123,1951.66,2.0,2.4
SKI-09344,Mamaearth Ubtan,skincare,59,1671.09,2.1,4.7
HOM-09345,Philips LED Bulb,home,436,115.66,1.3,9.3
APP-09346,IFB Dishwasher,appliances,446,16.57,2.7,9.7
HOM-09347,Pigeon Pressure Cooker,home,803,1400.69,1.4,5.8
COS-09348,Lakme Foundation,cosmetics,735,716.63,4.1,7.7
ELE-09349,Sony Headphones,electronics,871,1457.59,3.5,2.9
APP-09350,Havells Geyser,appliances,153,1169.23,1.4,7.9
CLO-09351,H&M Cotton Shirt,clothing,72,821.5,1.4,7.8
FUR-09352,Nilkamal Chair,furniture,316,1862.64,1.4,12.1
HOM-09353,Philips LED Bulb,home,691,1994.11,3.8,13.1
GRO-09354,Hershey's Chocolate,grocery,756,723.17,2.3,2.8
APP-09355,LG Washing Machine,appliances,765,932.7,1.8,16.5
GRO-09356,Hershey's Chocolate,grocery,513,284.99,1.5,14.9
COS-09357,MAC Eyeliner,cosmetics,996,648.56,1.5,2.5
APP-09358,LG Washing Machine,appliances,828,520.17,1.7,15.7
FUR-09359,Godrej Wardrobe,furniture,862,1616.13,3.0,6.9
CLO-09360,Puma Hoodie,clothing,921,1917.43,3.9,6.1
CLO-09361,Zara Summer Dress,clothing,239,1999.59,2.0,12.7
HOM-09362,Cello Chairs,home,735,1229.72,2.7,2.5
APP-09363,IFB Dishwasher,appliances,349,1999.16,3.1,16.9
HOM-09364,Milton Water Bottle,home,460,1345.81,3.2,8.2
FUR-09365,Nilkamal Chair,furniture,121,1430.86,4.2,9.2
FUR-09366,Durian Office Desk,furniture,526,1238.41,1.3,1.0
FUR-09367,Durian Office Desk,furniture,550,758.74,1.9,13.9
COS-09368,MAC Eyeliner,cosmetics,461,431.14,2.3,3.2
APP-09369,LG Washing Machine,appliances,68,1798.79,1.7,10.9
CLO-09370,Levi's Denim Jeans,clothing,469,1179.69,3.0,17.6
ELE-09371,Sony Headphones,electronics,141,405.6,1.6,2.5
SKI-09372,Nivea Soft Cream,skincare,47,873.45,3.5,14.4
APP-09373,Bajaj Mixer Grinder,appliances,425,614.74,3.0,8.2
GRO-09374,Kellogg's Corn Flakes,grocery,866,356.63,2.2,9.2
COS-09375,Revlon Compact Powder,cosmetics,226,1226.3,2.5,14.2
SKI-09376,Mamaearth Ubtan,skincare,879,1762.33,3.8,15.5
SKI-09377,Nivea Soft Cream,skincare,53,1912.25,1.6,20.0
GRO-09378,Amul Butter,grocery,625,1030.35,4.8,13.2
ELE-09379,Apple iPhone,electronics,3,1523.19,1.5,14.5
COS-09380,Maybelline Lipstick,cosmetics,668,1553.94,3.6,1.0
COS-09381,Maybelline Lipstick,cosmetics,253,1675.39,1.4,10.8
APP-09382,Havells Geyser,appliances,88,1004.4,2.5,2.8
COS-09383,Lakme Foundation,cosmetics,775,802.57,4.0,1.6
GRO-09384,Kellogg's Corn Flakes,grocery,539,1796.81,3.7,6.7
SKI-09385,The Ordinary Serum,skincare,895,562.03,1.5,13.3
CLO-09386,Levi's Denim Jeans,clothing,799,885.6,1.6,2.6
COS-09387,L'Oreal Mascara,cosmetics,288,1765.76,3.2,16.4
CLO-09388,Levi's Denim Jeans,clothing,849,1488.18,3.5,15.5
FUR-09389,Godrej Wardrobe,furniture,800,65.5,1.7,2.4
ELE-09390,Sony Headphones,electronics,710,16.97,3.5,12.8
ELE-09391,Logitech Wireless Mouse,electronics,636,1154.85,1.4,7.5
CLO-09392,H&M Cotton Shirt,clothing,364,84.01,3.9,6.2
GRO-09393,Amul Butter,grocery,544,1221.46,4.9,5.8
HOM-09394,Cello Chairs,home,609,637.05,1.1,11.5
COS-09395,MAC Eyeliner,cosmetics,607,1526.75,2.7,8.9
COS-09396,Lakme Foundation,cosmetics,840,148.7,1.1,10.3
HOM-09397,Amazon Basics Curtains,home,606,838.3,2.8,2.6
SKI-09398,Mamaearth Ubtan,skincare,37,985.86,1.9,10.5
CLO-09399,Nike Sportswear,clothing,136,36.12,3.2,12.7
GRO-09400,Hershey's Chocolate,grocery,899,851.43,4.9,13.8
CLO-09401,Nike Sportswear,clothing,177,1265.35,2.8,6.4
CLO-09402,Nike Sportswear,clothing,340,322.65,1.3,2.4
COS-09403,Lakme Foundation,cosmetics,244,1945.94,3.7,13.8
SKI-09404,Nivea Soft Cream,skincare,351,1548.69,1.0,16.8
HOM-09405,Milton Water Bottle,home,152,316.98,4.0,4.9
GRO-09406,Amul Butter,grocery,219,244.83,1.5,4.5
APP-09407,IFB Dishwasher,appliances,460,1345.47,4.7,7.8
ELE-09408,Apple iPhone,electronics,637,1281.43,2.2,10.4
GRO-09409,Hershey's Chocolate,grocery,351,1232.76,3.5,5.9
ELE-09410,Sony Headphones,electronics,136,1351.78,2.8,10.6
APP-09411,IFB Dishwasher,appliances,37,867.87,4.3,7.4
ELE-09412,Sony Headphones,electronics,159,513.28,3.6,8.5
SKI-09413,Mamaearth Ubtan,skincare,445,1308.96,4.9,12.7
HOM-09414,Cello Chairs,home,877,1979.44,3.8,12.1
FUR-09415,Nilkamal Chair,furniture,715,527.42,1.6,18.4
APP-09416,LG Washing Machine,appliances,614,1145.19,4.6,14.4
APP-09417,IFB Dishwasher,appliances,582,217.96,2.6,18.7
APP-09418,Samsung Refrigerator,appliances,583,709.63,4.4,15.7
COS-09419,L'Oreal Mascara,cosmetics,339,1005.39,3.7,15.8
GRO-09420,Kellogg's Corn Flakes,grocery,886,1821.48,1.1,19.1
FUR-09421,Ikea Study Table,furniture,606,1406.08,2.4,7.2
FUR-09422,Godrej Wardrobe,furniture,756,1262.23,3.4,15.5
COS-09423,Revlon Compact Powder,cosmetics,849,251.85,2.5,5.4
COS-09424,L'Oreal Mascara,cosmetics,780,375.45,3.2,1.2
SKI-09425,Cetaphil Moisturizer,skincare,420,36.41,4.4,15.8
SKI-09426,The Ordinary Serum,skincare,147,1932.23,4.3,5.0
CLO-09427,H&M Cotton Shirt,clothing,52,1053.04,4.3,3.7
FUR-09428,Ikea Study Table,furniture,292,834.75,3.3,12.1
GRO-09429,Amul Butter,grocery,63,1165.56,1.1,0.8
ELE-09430,Dell Laptop,electronics,256,1153.02,2.1,5.1
GRO-09431,Whole Foods Organic Oats,grocery,841,329.15,2.8,17.0
GRO-09432,Hershey's Chocolate,grocery,140,159.14,1.6,1.5
HOM-09433,Cello Chairs,home,634,1584.25,5.0,17.6
FUR-09434,Nilkamal Chair,furniture,620,1742.78,2.7,12.0
ELE-09435,Samsung Smart TV,electronics,344,1083.0,2.0,9.6
CLO-09436,Zara Summer Dress,clothing,86,1390.39,1.6,8.0
SKI-09437,Cetaphil Moisturizer,skincare,184,488.93,1.4,7.0
HOM-09438,Cello Chairs,home,841,1031.66,3.5,12.7
SKI-09439,Cetaphil Moisturizer,skincare,456,946.38,1.7,9.0
HOM-09440,Milton Water Bottle,home,513,1737.13,1.9,19.5
CLO-09441,Puma Hoodie,clothing,141,1387.97,3.1,9.6
CLO-09442,Zara Summer Dress,clothing,324,1668.09,4.4,14.8
HOM-09443,Philips LED Bulb,home,8,1292.44,2.2,11.8
GRO-09444,Hershey's Chocolate,grocery,679,461.07,5.0,19.5
HOM-09445,Milton Water Bottle,home,360,149.92,4.2,16.1
