sku_id,wishlist,cart,avg_rating,units_sold,returns,in_stock
HOM-13923,94,488,4.7,82,67,384
HOM-13925,296,108,4.2,17,1840,512
COS-13926,794,109,3.9,69,2777,946
FUR-13927,992,217,1.6,44,40,534
SKI-13928,195,24,2.1,95,22,435
COS-13932,881,307,2.4,97,77,470
FUR-13934,595,435,3.5,2813,2964,734
FUR-13939,70,277,3.9,72,57,226
SKI-13941,38,101,3.2,60,75,200
APP-13942,179,189,1.8,1852,51,858
SKI-13944,850,10,4.1,22,64,124
COS-13947,403,253,2.5,2412,1448,407
HOM-13950,943,423,4.5,1313,96,0
ELE-13955,951,203,4.3,13,2187,656
COS-13957,553,128,4.6,21,2827,54
FUR-13958,566,270,3.5,1571,13,831
COS-13959,333,476,1.2,1983,90,190
APP-13963,566,145,1.4,2638,25,480
APP-13964,753,273,3.5,94,87,626
CLO-13965,357,341,4.0,2737,49,1
COS-13967,320,232,2.6,2534,1455,236
COS-13970,495,365,1.8,15,1103,146
FUR-13971,280,401,4.1,2039,2825,335
APP-13973,254,4,2.1,48,2009,538
APP-13977,847,440,3.0,1274,23,607
APP-13981,60,392,1.7,1268,2739,607
APP-13984,804,157,4.9,1956,18,913
GRO-13985,854,312,2.8,2738,2440,569
COS-13986,806,309,1.9,2681,1985,331
COS-13989,119,473,2.7,2233,11,678
FUR-13990,256,152,4.9,2277,1163,268
SKI-13992,690,283,2.4,1662,89,971
SKI-13994,175,317,4.6,31,2086,23
HOM-13996,682,390,2.7,1389,88,941
COS-13997,275,17,2.9,18,2950,359
CLO-13998,669,280,3.1,39,2464,849
HOM-14000,510,280,5.0,86,2207,794
SKI-14001,471,121,3.5,24,65,136
ELE-14002,887,5,1.9,30,2830,127
FUR-14006,642,439,1.6,56,2056,679
COS-14007,557,205,3.9,1538,1482,161
SKI-14010,315,22,2.0,2590,2457,583
HOM-14014,461,97,1.7,76,1121,940
FUR-14015,616,255,4.9,8,24,750
APP-14019,43,289,3.9,58,2387,894
HOM-14020,59,204,3.3,65,75,215
GRO-14024,393,339,1.5,1568,1728,937
COS-14030,828,9,1.3,20,1875,386
ELE-14033,227,12,1.4,1996,88,663
FUR-14037,102,58,4.4,47,80,558
HOM-14045,209,420,4.3,2505,91,808
COS-14046,333,436,1.4,1342,2462,900
SKI-14050,2,123,1.3,2660,25,268
FUR-14051,860,413,2.4,68,15,458
FUR-14055,344,282,2.2,1943,91,541
CLO-14058,40,43,4.3,27,43,201
ELE-14059,404,140,1.2,22,28,391
CLO-14062,900,186,2.8,91,71,984
CLO-14065,886,179,4.0,2942,2233,182
HOM-14066,538,108,3.4,5,2902,48
CLO-14068,509,453,1.3,2685,11,785
COS-14069,593,228,2.4,78,40,154
GRO-14074,630,476,1.5,44,19,15
ELE-14075,176,469,3.5,77,2973,605
COS-14077,354,62,2.6,8,1531,129
SKI-14078,889,465,4.7,70,57,507
FUR-14084,40,364,3.9,32,98,166
CLO-14085,915,111,3.4,1325,1143,137
HOM-14086,983,215,3.2,94,1698,135
APP-14091,245,249,4.6,11,2692,188
HOM-14092,683,430,3.6,1589,84,825
HOM-14093,950,238,2.4,2128,2225,724
HOM-14096,374,140,1.1,13,36,856
HOM-14101,823,118,3.6,1956,22,858
HOM-14105,477,52,2.3,2227,48,620
APP-14107,372,153,3.1,1399,48,640
GRO-14110,289,394,4.7,1294,30,308
GRO-14112,293,311,1.1,53,1750,930
CLO-14114,939,104,3.8,1847,2570,766
FUR-14116,152,63,2.2,2377,2646,176
APP-14118,35,171,3.8,58,49,497
HOM-14122,749,272,1.6,66,1198,49
COS-14125,938,263,1.9,35,1636,59
HOM-14126,120,411,2.6,92,1573,138
HOM-14129,302,176,2.0,2274,2625,461
ELE-14130,377,268,4.4,1169,1260,362
SKI-14132,888,221,2.9,54,55,437
ELE-14135,46,117,5.0,65,1474,897
ELE-14138,602,216,3.5,1263,43,819
ELE-14144,406,42,1.7,51,2024,996
COS-14146,687,297,2.1,79,2099,224
ELE-14147,232,87,1.9,99,58,654
COS-14149,666,79,3.5,56,14,204
FUR-14151,323,464,4.7,2625,1441,162
HOM-14155,984,142,2.3,9,2497,361
COS-14157,324,186,2.1,6,1843,263
FUR-14159,689,295,3.0,1956,54,997
HOM-14160,688,465,1.0,15,1643,989
CLO-14161,194,451,4.4,29,18,494
HOM-14164,249,273,2.3,85,57,536
HOM-14165,675,298,1.1,1402,2140,757
SKI-14166,455,348,1.4,2447,2325,493
CLO-14169,259,403,3.3,1966,2883,798
GRO-14170,126,373,4.0,31,67,985
FUR-14171,728,243,1.0,2760,65,444
ELE-14173,821,367,4.1,24,2659,651
FUR-14174,700,118,4.7,2237,2420,352
GRO-14175,70,5,3.2,96,61,248
GRO-14181,382,95,1.2,1550,1081,606
SKI-14182,265,175,2.0,67,2697,480
ELE-14183,698,438,2.4,1990,55,554
HOM-14184,496,70,1.7,1082,1862,497
SKI-14189,128,41,4.4,2721,96,924
SKI-14190,384,389,5.0,65,82,115
GRO-14191,926,473,4.2,1898,2456,879
HOM-14193,480,247,2.6,1609,35,957
COS-14195,820,187,4.2,67,24,537
SKI-14199,247,163,2.6,67,2173,334
COS-14201,441,56,2.0,60,2611,463
COS-14204,977,17,3.1,83,19,529
HOM-14207,641,24,1.4,1276,1386,736
APP-14208,907,439,4.8,58,1148,44
ELE-14209,834,87,1.4,1425,47,486
COS-14215,208,106,3.2,1407,1713,333
FUR-14217,888,243,4.1,2480,20,409
FUR-14218,104,95,1.8,43,2627,5
HOM-14219,172,41,2.4,89,2273,816
GRO-14223,543,32,3.2,2782,1310,151
CLO-14224,358,468,4.6,2262,47,888
ELE-14225,872,221,3.4,2152,2028,83
SKI-14229,244,208,1.8,97,6,980
APP-14230,470,92,3.7,2931,2936,80
ELE-14234,508,3,4.0,2359,1739,523
COS-14237,31,400,4.5,2670,64,395
ELE-14238,623,355,3.0,26,2009,662
GRO-14239,609,340,3.9,63,19,352
ELE-14241,134,173,2.5,2831,2121,827
APP-14244,459,408,2.4,16,47,157
SKI-14251,758,110,3.6,29,52,687
ELE-14262,695,196,4.3,2243,97,896
GRO-14266,133,360,1.9,1931,27,60
GRO-14270,419,276,1.4,2796,1496,154
GRO-14274,819,193,2.7,18,86,894
CLO-14277,771,492,3.5,36,1330,756
COS-14278,731,249,1.4,1551,21,627
COS-14279,143,365,4.4,2927,89,546
ELE-14280,59,235,2.4,52,39,330
GRO-14284,644,312,2.8,1242,2035,982
SKI-14286,58,175,3.9,1548,75,43
FUR-14287,352,187,4.7,1255,45,200
APP-14291,595,427,2.4,64,2894,931
CLO-14294,322,432,4.6,67,17,695
SKI-14296,782,401,4.1,1741,43,904
ELE-14300,604,496,4.2,2984,26,344
CLO-14301,907,362,4.1,2661,1053,784
COS-14303,582,269,4.4,25,1898,500
ELE-14304,999,496,3.3,17,1244,631
COS-14305,643,4,2.0,2382,2703,511
ELE-14311,116,374,4.6,80,2887,16
GRO-14312,851,325,3.6,1683,1593,69
CLO-14314,526,179,2.8,6,1164,285
HOM-14315,670,321,3.1,2639,2685,865
SKI-14321,897,168,4.6,1945,2311,536
ELE-14322,750,485,4.5,1356,2349,421
SKI-14325,144,500,3.9,2420,90,651
GRO-14327,678,385,3.0,1651,1725,173
APP-14336,386,191,2.8,2552,2000,214
CLO-14338,305,257,4.2,1223,1487,222
FUR-14340,232,30,3.7,2910,52,323
COS-14342,469,481,1.5,93,1427,432
GRO-14344,21,414,3.3,10,14,963
COS-14349,811,96,3.2,2725,46,665
FUR-14350,949,432,2.4,22,2572,87
COS-14351,709,319,1.8,56,2555,462
SKI-14355,928,345,2.3,2553,2566,447
SKI-14356,17,359,4.9,2927,21,62
HOM-14357,802,443,1.5,1189,2629,358
COS-14360,713,316,2.0,2618,2795,768
ELE-14362,496,223,3.5,1873,2302,232
HOM-14363,267,279,1.5,80,2772,444
GRO-14364,4,346,2.5,21,99,284
HOM-14366,286,416,2.1,1343,83,794
ELE-14367,202,479,1.1,2085,1641,757
FUR-14382,181,181,2.1,2316,2950,135
GRO-14385,609,498,4.9,2999,1597,814
GRO-14399,441,249,1.5,94,1378,261
HOM-14400,464,156,1.1,2729,67,358
FUR-14401,568,470,2.3,20,79,169
GRO-14402,531,368,3.6,2231,1851,544
CLO-14403,284,126,1.8,2444,74,496
COS-14404,513,175,1.1,13,1242,149
FUR-14410,286,90,4.6,36,1818,737
SKI-14412,552,44,3.1,1990,1485,184
CLO-14413,730,280,3.9,2124,32,372
COS-14418,582,240,3.8,1569,93,255
GRO-14422,965,267,2.3,1935,31,189
HOM-14425,416,249,3.2,2083,1107,72
APP-14428,558,124,2.7,1343,2252,589
SKI-14429,931,148,3.7,40,1814,203
CLO-14431,876,180,2.4,7,46,933
ELE-14432,200,477,1.2,1353,26,686
APP-14439,130,497,3.0,2845,94,226
HOM-14442,409,113,1.8,2663,15,95
HOM-14443,298,444,1.8,47,17,750
CLO-14444,156,39,2.9,1787,2540,996
ELE-14446,855,263,1.0,71,16,979
CLO-14447,70,117,1.8,94,2624,833
SKI-14448,255,191,2.2,1310,62,852
SKI-14450,644,67,4.4,1779,68,253
CLO-14453,382,250,3.4,1325,94,353
CLO-14454,308,307,3.5,1173,2513,87
ELE-14455,410,315,1.6,95,43,390
ELE-14459,582,51,3.1,2382,61,119
SKI-14460,138,100,3.4,69,78,980
APP-14463,419,115,2.1,2615,1897,782
COS-14464,438,454,2.0,1483,2639,240
SKI-14468,196,85,4.2,1426,2298,659
COS-14470,52,33,2.8,63,2175,401
GRO-14471,338,316,4.9,93,73,253
FUR-14472,826,353,4.7,73,55,347
FUR-14474,8,474,3.1,1683,39,444
GRO-14475,36,401,1.5,33,93,517
ELE-14476,567,34,1.6,1826,2440,595
FUR-14479,674,32,1.8,1632,1816,366
FUR-14487,846,70,1.2,1538,1923,331
APP-14488,994,160,2.4,1804,42,0
SKI-14489,344,301,4.0,12,36,541
APP-14491,552,1,1.3,12,2670,847
COS-14493,607,246,2.5,2989,1057,955
COS-14494,647,497,4.1,16,2534,65
HOM-14495,485,336,3.7,1155,10,28
ELE-14496,577,119,1.9,95,33,826
ELE-14500,20,355,3.9,1639,2774,945
CLO-14501,959,433,4.7,85,1615,531
FUR-14502,800,73,3.3,2892,2695,974
GRO-14505,926,71,2.1,21,82,639
GRO-14506,169,456,3.6,1065,1207,299
CLO-14509,171,463,4.2,1486,2777,295
SKI-14510,212,120,1.5,92,2137,611
HOM-14512,922,160,2.0,95,1461,360
COS-14514,535,143,4.1,91,74,799
GRO-14515,401,362,2.5,50,7,691
FUR-14519,232,111,3.3,93,2656,620
COS-14521,810,286,2.2,2149,1187,469
HOM-14522,942,359,2.7,68,2396,902
FUR-14523,317,363,4.7,70,19,834
ELE-14525,280,394,4.4,2353,33,232
CLO-14527,733,94,1.5,1819,38,459
HOM-14529,910,370,4.4,97,2588,450
GRO-14533,140,352,4.0,2189,2475,936
HOM-14540,792,76,2.2,1105,30,635
COS-14541,53,393,1.9,2450,2174,590
HOM-14544,979,359,1.5,99,80,160
FUR-14546,644,357,3.4,73,2543,936
COS-14553,410,283,3.5,2453,1803,325
ELE-14554,245,353,3.4,68,31,891
APP-14555,43,93,3.7,1280,2169,418
FUR-14556,447,302,3.8,97,49,295
HOM-14559,44,154,1.7,30,65,427
APP-14564,884,338,4.3,2300,1273,14
COS-14565,952,334,4.0,1801,2283,17
FUR-14566,555,75,3.6,79,1180,248
APP-14573,494,438,1.6,2857,1794,910
GRO-14574,989,211,2.4,2776,1173,958
CLO-14576,399,124,4.0,1546,1584,908
HOM-14577,888,115,2.9,1072,2323,121
ELE-14578,336,68,3.9,26,84,554
CLO-14580,541,453,3.5,2995,1604,624
FUR-14581,151,118,4.7,61,2086,236
CLO-14585,592,187,4.0,1191,71,440
CLO-14586,402,478,1.1,2525,46,789
APP-14590,80,436,1.8,2498,38,162
ELE-14593,893,250,3.1,2191,84,344
APP-14595,356,404,3.1,87,2218,476
ELE-14596,736,362,1.9,5,1635,491
SKI-14598,606,126,1.8,2078,2759,275
HOM-14599,555,391,2.3,2534,24,423
APP-14601,763,8,4.7,28,2257,51
HOM-14604,701,198,2.9,76,14,984
HOM-14607,368,419,1.2,1621,86,708
FUR-14608,793,167,4.1,8,1025,1000
CLO-14609,939,238,2.8,2147,1431,370
GRO-14612,908,466,1.3,2436,2635,455
COS-14613,120,260,2.6,1368,99,732
SKI-14615,598,393,2.4,1177,68,682
FUR-14618,619,72,4.6,28,72,228
FUR-14624,89,178,2.9,76,1939,810
SKI-14626,70,42,4.9,92,72,437
COS-14628,416,171,4.7,2851,75,314
HOM-14632,66,344,4.2,1559,11,942
CLO-14633,946,292,4.6,15,2985,387
HOM-14644,624,142,1.1,1849,2814,380
HOM-14645,337,92,4.6,2274,9,59
CLO-14647,512,492,4.9,2910,2785,261
COS-14650,282,461,1.1,1579,85,74
COS-14652,98,460,2.7,50,2542,679
HOM-14654,758,103,2.4,2424,70,493
APP-14655,652,30,2.1,1260,1149,409
GRO-14656,387,64,3.5,56,23,375
CLO-14658,574,356,4.9,28,2782,44
CLO-14659,872,135,3.2,1669,71,508
APP-14665,539,463,2.9,1305,2344,625
COS-14668,329,303,2.8,2572,98,821
ELE-14669,717,396,1.1,12,1824,913
CLO-14674,193,453,2.0,1525,67,308
HOM-14681,793,326,1.4,7,55,769
ELE-14683,152,300,4.0,72,42,43
FUR-14687,164,438,3.2,1155,29,935
SKI-14696,254,342,1.1,41,5,374
CLO-14698,784,152,3.6,2969,1386,506
SKI-14700,321,335,3.8,2627,19,602
GRO-14701,746,25,3.1,14,2154,206
SKI-14702,270,388,4.4,15,2161,624
ELE-14704,488,78,2.2,1713,44,425
APP-14705,457,281,4.1,61,2634,307
HOM-14708,63,324,4.3,63,99,746
CLO-14710,750,369,2.0,1353,15,900
HOM-14711,437,142,1.8,1643,22,240
COS-14712,585,116,3.1,1892,57,41
CLO-14713,927,76,1.9,2821,1801,432
ELE-14715,373,190,1.6,96,2345,691
ELE-14721,858,421,4.1,64,67,260
COS-14723,323,146,4.8,1418,60,657
SKI-14726,227,89,4.6,1301,92,147
GRO-14730,212,298,3.4,1771,1536,578
SKI-14732,775,479,1.1,88,30,679
GRO-14734,30,229,2.6,1768,1597,962
APP-14735,790,61,3.4,1365,1035,883
FUR-14737,682,142,2.6,76,2902,600
ELE-14738,572,366,1.6,1445,47,974
COS-14741,685,17,3.8,1798,1318,710
CLO-14742,331,476,3.4,1785,92,408
GRO-14748,153,338,4.6,2482,31,942
SKI-14749,955,378,3.2,83,2423,71
GRO-14750,120,406,1.1,27,41,721
ELE-14751,869,122,1.8,1045,1329,23
SKI-14755,889,494,1.5,2741,1053,930
HOM-14757,865,230,1.1,24,11,138
CLO-14758,849,80,1.8,22,10,396
HOM-14760,479,362,2.4,72,20,497
CLO-14762,777,91,3.8,2018,2360,214
APP-14764,242,43,4.8,1275,2563,794
APP-14765,984,328,1.9,2762,65,474
CLO-14766,175,401,4.1,2631,2808,71
APP-14767,316,212,2.2,78,33,794
CLO-14769,283,259,4.0,80,2236,261
APP-14770,291,245,3.8,10,1971,225
APP-14772,53,403,2.1,1057,2012,221
HOM-14774,774,383,4.0,2767,31,357
FUR-14775,954,122,3.0,1120,1913,587
ELE-14778,294,396,4.0,65,1263,796
APP-14783,668,411,4.9,16,1929,795
APP-14785,136,489,2.5,2809,2685,438
HOM-14787,291,238,1.9,1403,2408,539
ELE-14789,469,50,3.5,1477,54,554
APP-14792,608,400,2.1,11,1874,978
FUR-14793,658,361,3.3,2226,2682,153
GRO-14795,820,287,4.1,1930,92,876
GRO-14797,442,85,3.2,49,80,336
GRO-14799,140,404,3.1,77,1944,195
HOM-14803,384,59,2.7,2608,2515,321
SKI-14804,832,407,2.3,2783,34,844
HOM-14805,182,482,4.0,11,44,480
FUR-14807,889,476,3.9,2980,2720,438
FUR-14813,412,205,3.3,1758,1477,376
GRO-14816,317,242,2.0,53,2049,830
HOM-14826,406,398,3.3,85,1652,198
APP-14827,275,208,1.3,94,60,572
FUR-14828,865,355,3.0,81,1439,185
APP-14829,672,278,2.1,53,64,834
GRO-14830,895,455,3.6,11,1346,238
HOM-14831,327,262,1.1,1381,71,856
FUR-14832,924,217,3.1,2609,2471,347
SKI-14833,626,165,3.5,80,1203,971
ELE-14836,231,208,4.8,34,42,953
FUR-14837,951,349,2.2,20,2562,869
CLO-14841,562,143,2.5,2636,78,744
ELE-14845,474,404,3.6,77,11,674
SKI-14846,156,356,3.7,1105,88,206
FUR-14849,597,406,4.9,1164,84,230
GRO-14852,911,286,4.4,2262,92,673
COS-14855,109,233,2.3,7,77,896
FUR-14857,940,342,1.6,54,2290,650
CLO-14858,419,300,4.3,2513,36,1000
ELE-14859,192,34,2.9,51,2137,446
CLO-14862,970,115,1.6,30,57,499
CLO-14866,571,19,4.2,10,2439,680
HOM-14872,514,151,1.5,12,2178,928
FUR-14873,510,369,2.2,98,51,743
CLO-14875,446,106,2.5,2725,16,839
ELE-14876,932,19,4.3,2012,1605,919
APP-14880,132,39,3.7,1924,56,824
COS-14881,661,75,2.1,42,24,584
COS-14882,460,143,3.5,62,26,8
ELE-14884,572,457,1.4,1719,44,119
APP-14885,424,72,2.4,41,63,275
GRO-14886,784,432,2.7,41,99,878
SKI-14887,657,334,1.6,30,25,56
GRO-14890,648,198,2.7,2774,2754,967
SKI-14895,429,278,4.0,2312,1847,572
APP-14897,959,189,2.8,99,2583,868
SKI-14899,72,60,4.7,2070,75,950
COS-14908,107,181,1.4,73,8,204
APP-14914,201,176,1.5,5,2715,344
COS-14915,791,500,1.6,46,2703,474
COS-14917,287,158,2.8,6,50,564
FUR-14918,767,126,3.0,58,70,903
HOM-14919,247,338,2.3,2312,1117,970
FUR-14922,245,170,1.9,83,2462,645
HOM-14923,732,22,4.5,1332,2213,841
ELE-14927,174,218,3.9,1622,29,260
CLO-14934,152,423,3.4,1161,74,670
HOM-14935,147,159,1.1,1403,95,419
SKI-14936,309,273,4.0,32,1084,833
FUR-14937,664,289,2.6,69,31,405
FUR-14939,36,343,4.2,1452,86,216
SKI-14941,479,174,2.0,69,34,608
HOM-14943,349,167,4.7,56,15,567
ELE-14944,459,259,1.8,2598,36,815
GRO-14945,28,395,2.0,1762,62,92
SKI-14947,481,247,4.5,15,1522,402
GRO-14949,300,231,2.7,2493,13,665
COS-14957,869,207,1.0,44,2429,293
APP-14958,4,97,1.1,2713,1985,310
CLO-14959,944,159,1.8,66,55,981
GRO-14961,393,109,3.8,17,1044,284
ELE-14967,712,434,2.5,46,88,718
APP-14969,595,454,1.4,2054,1543,991
GRO-14970,190,275,4.4,2754,2943,619
APP-14972,475,10,1.9,2231,63,850
APP-14973,910,280,4.1,29,1786,177
COS-14977,339,409,2.4,1175,1713,690
COS-14978,100,440,4.9,84,34,643
ELE-14979,368,214,4.2,2688,1961,150
APP-14982,3,10,4.2,2547,90,434
SKI-14983,401,421,4.4,1847,81,70
SKI-14990,518,365,4.4,44,1386,550
GRO-14994,160,392,4.4,2249,96,664
HOM-14999,251,410,4.2,74,2631,18
HOM-15001,726,35,3.9,44,1334,485
FUR-15003,977,162,1.1,8,1311,831
ELE-15005,117,218,4.0,86,43,209
ELE-15007,742,261,1.8,2269,1182,915
GRO-15011,554,310,2.0,74,90,873
FUR-15012,57,31,4.6,1691,91,480
COS-15014,227,435,1.3,29,35,646
GRO-15017,597,83,3.7,6,2509,677
HOM-15018,392,135,4.3,15,1603,37
FUR-15019,714,323,1.8,2283,62,819
CLO-15020,317,387,1.1,10,84,265
ELE-15021,691,67,1.8,1096,1498,249
CLO-15023,349,233,3.2,37,91,709
FUR-15025,717,140,2.7,2894,96,480
COS-15028,442,84,4.0,89,70,659
FUR-15029,429,291,3.3,2774,1258,750
HOM-15031,161,390,1.7,1603,30,665
APP-15032,560,90,2.1,1424,2288,963
SKI-15034,226,261,4.4,2863,1482,635
FUR-15036,480,138,4.1,1240,1331,400
FUR-15040,605,181,1.6,69,54,208
GRO-15042,232,468,3.3,2953,84,726
CLO-15045,103,313,3.8,2064,47,801
CLO-15046,401,471,4.5,2126,1830,244
FUR-15047,528,338,1.3,66,1195,979
GRO-15055,377,138,1.2,48,67,803
GRO-15057,391,212,2.3,2531,85,363
HOM-15058,220,84,2.3,99,68,495
GRO-15062,75,451,1.8,2761,2523,575
COS-15070,364,321,3.9,66,34,764
GRO-15072,402,380,2.6,2434,53,230
CLO-15074,956,141,2.7,1004,1381,291
ELE-15075,45,163,3.2,2895,1358,404
COS-15076,153,447,3.4,24,2609,529
FUR-15080,314,490,4.2,2940,1510,656
COS-15081,422,317,2.5,34,40,157
FUR-15082,701,402,2.0,1692,59,473
SKI-15084,815,229,1.4,52,1912,534
CLO-15086,754,408,2.0,64,37,955
SKI-15094,776,179,4.5,2162,2962,460
FUR-15102,392,167,1.0,97,1891,331
ELE-15103,801,11,2.7,1192,1301,476
CLO-15108,963,414,2.0,10,1723,996
SKI-15109,270,294,3.8,1508,24,181
FUR-15110,66,85,4.5,91,99,280
ELE-15113,739,4,2.1,71,66,52
COS-15114,606,346,2.3,51,1385,876
CLO-15119,267,289,4.2,92,2902,468
HOM-15120,801,40,3.9,81,2168,173
FUR-15122,855,329,2.7,11,81,894
COS-15123,148,105,4.0,13,1305,620
GRO-15125,854,360,1.2,2731,2172,613
CLO-15126,999,155,4.9,2182,83,169
HOM-15128,478,322,3.5,1614,51,525
ELE-15130,321,50,3.9,2998,1909,735
COS-15131,815,310,4.0,35,68,366
FUR-15133,96,53,3.4,5,25,503
GRO-15135,601,2,1.8,26,7,981
HOM-15136,198,424,1.3,63,40,75
FUR-15141,143,338,1.4,2847,1240,863
SKI-15143,156,370,3.9,36,2916,963
FUR-15144,355,70,4.4,41,20,761
CLO-15146,158,357,3.7,1501,45,95
SKI-15147,407,13,1.0,1367,1279,24
APP-15154,523,311,2.0,18,69,672
SKI-15157,502,389,1.9,1363,2387,997
HOM-15158,113,300,1.2,63,2658,433
APP-15159,424,173,3.0,35,2179,310
FUR-15160,13,327,2.8,97,2312,602
CLO-15164,922,235,3.5,10,2008,169
CLO-15166,999,318,2.1,37,19,147
APP-15169,122,258,1.2,2082,72,158
GRO-15171,536,245,3.1,1438,73,799
CLO-15172,969,89,1.4,2842,2841,457
GRO-15177,372,227,1.7,1077,1287,940
GRO-15178,36,367,4.2,39,92,476
COS-15179,815,373,3.9,2619,38,101
HOM-15182,103,246,4.5,17,52,846
CLO-15183,651,425,2.6,69,38,599
FUR-15189,797,474,3.8,1172,5,591
ELE-15190,737,48,4.5,24,1156,40
APP-15191,866,250,2.3,39,2126,259
CLO-15192,8,225,3.2,1775,99,934
FUR-15193,481,3,1.1,2825,11,882
CLO-15200,992,163,3.7,30,1134,291
ELE-15201,871,167,2.0,57,1022,155
ELE-15205,586,118,2.3,2775,45,91
APP-15206,589,18,1.6,45,2837,607
COS-15208,33,409,2.3,1961,9,993
COS-15210,804,129,4.8,2252,1955,318
ELE-15212,907,355,5.0,18,2615,681
ELE-15215,810,105,1.3,1862,16,73
FUR-15216,325,225,2.4,1759,2177,521
HOM-15218,49,345,4.8,72,1886,780
APP-15220,79,33,1.4,6,2810,269
ELE-15221,625,380,3.7,2302,1275,685
COS-15225,491,281,3.5,47,93,291
CLO-15227,734,315,4.0,14,72,94
ELE-15231,353,160,3.5,36,63,364
GRO-15233,489,155,2.7,14,2783,72
ELE-15237,986,53,5.0,81,44,223
SKI-15240,421,10,1.9,19,88,832
HOM-15242,886,420,2.1,2405,1539,116
APP-15243,227,9,3.7,1056,7,781
CLO-15244,605,148,1.4,1665,2296,799
SKI-15247,581,17,3.1,22,2689,727
APP-15248,74,265,4.2,1027,1213,765
CLO-15250,355,36,1.9,54,54,349
ELE-15253,813,387,2.5,2588,1489,297
FUR-15254,263,215,1.3,49,59,955
COS-15256,855,111,3.1,2603,13,854
GRO-15258,48,287,2.6,2295,88,70
FUR-15259,599,300,3.7,48,1190,786
COS-15260,533,354,2.4,1320,1343,257
GRO-15263,749,233,4.6,74,20,426
ELE-15266,711,410,3.1,2630,2707,469
SKI-15268,206,295,3.5,2702,1443,664
CLO-15270,461,173,1.9,97,2524,723
CLO-15274,949,41,1.4,2389,53,523
HOM-15275,754,225,4.1,25,84,251
CLO-15278,235,308,3.9,51,40,949
HOM-15279,236,144,2.3,2875,94,395
FUR-15281,510,379,4.0,23,6,319
APP-15284,502,349,1.2,2382,2762,468
GRO-15287,318,466,1.9,53,2066,245
CLO-15288,491,235,3.3,2467,97,455
HOM-15292,392,56,3.8,1677,1108,529
CLO-15293,171,72,3.6,2918,50,503
APP-15295,321,415,3.5,2427,1386,200
SKI-15297,181,39,3.8,15,5,11
COS-15298,580,363,4.9,2841,7,751
HOM-15299,10,234,1.8,2389,1417,683
GRO-15303,723,94,1.4,1735,2543,314
SKI-15308,387,57,3.9,1232,1970,49
APP-15309,451,72,4.7,1805,1251,694
CLO-15312,439,466,1.9,2239,2168,783
COS-15313,503,500,1.6,2834,13,7
GRO-15316,974,256,4.8,2044,1225,593
COS-15319,133,460,1.7,59,1939,82
APP-15321,311,269,3.5,66,18,440
COS-15323,95,352,3.5,1414,71,971
CLO-15332,124,312,2.2,2038,1320,198
COS-15335,18,0,2.5,61,2134,686
APP-15336,212,97,4.5,88,98,712
APP-15342,584,212,1.1,57,2639,337
APP-15343,532,283,4.4,24,71,879
SKI-15346,677,334,2.4,1006,2470,701
HOM-15348,28,40,3.4,1765,1747,698
COS-15351,462,498,4.1,1086,83,500
CLO-15354,641,334,4.6,2776,2893,408
GRO-15356,890,157,1.5,2600,71,459
GRO-15357,191,165,4.9,46,2390,341
SKI-15360,14,277,2.4,12,2568,542
ELE-15362,945,55,3.8,10,1506,743
HOM-15364,977,137,1.4,84,2550,607
SKI-15365,340,331,2.1,1922,1591,599
APP-15369,327,136,2.1,2636,86,241
APP-15376,571,36,1.4,2067,1773,572
COS-15382,956,30,4.4,1308,2667,827
HOM-15383,903,250,4.7,1434,85,705
CLO-15385,539,435,3.8,1195,81,492
COS-15388,122,94,2.3,94,39,79
APP-15389,386,14,3.0,2735,2439,867
CLO-15391,342,382,4.2,2851,2189,74
ELE-15393,516,352,2.5,1850,1398,48
CLO-15394,186,54,3.5,41,2216,632
CLO-15395,801,417,2.2,2290,1395,890
FUR-15398,247,408,1.0,56,2172,3
FUR-15401,600,446,3.1,42,1137,719
GRO-15404,898,277,4.0,1769,73,183
CLO-15405,78,470,4.5,2416,69,14
GRO-15412,854,120,1.7,49,57,60
GRO-15416,8,432,4.5,67,1448,574
CLO-15419,110,264,3.6,34,59,898
FUR-15421,273,318,3.4,1402,2368,750
HOM-15422,106,439,3.6,8,67,622
COS-15424,560,368,1.6,2860,1818,439
CLO-15428,691,21,3.2,1431,1109,860
APP-15430,219,257,1.5,1554,22,200
COS-15432,112,0,1.5,47,82,164
CLO-15434,965,166,2.7,8,12,625
ELE-15436,336,24,4.4,2692,1660,761
CLO-15444,415,28,2.9,2215,80,767
CLO-15445,877,130,4.1,1624,1471,366
COS-15453,598,112,2.9,91,2236,579
GRO-15459,201,498,4.6,1124,7,349
GRO-15460,65,483,1.1,2326,1494,822
ELE-15461,736,477,2.7,8,84,673
COS-15464,850,319,2.7,89,58,494
ELE-15465,714,97,2.2,69,67,873
FUR-15466,114,133,1.8,35,1429,318
APP-15467,199,430,5.0,1803,2871,205
SKI-15470,131,283,5.0,67,73,192
CLO-15478,995,344,4.9,1117,1084,766
HOM-15481,304,227,2.1,28,1437,877
SKI-15482,718,244,1.7,2339,82,458
APP-15483,809,3,1.4,2514,2293,91
GRO-15484,147,258,4.9,95,1896,809
COS-15485,229,478,4.0,5,1921,508
HOM-15487,146,236,4.1,2741,17,816
GRO-15489,349,398,4.2,1158,2396,995
