sku_id,wishlist,cart,avg_rating,units_sold,returns,in_stock,label_action
GRO-06235,469,37,4.0,70,50,645,DISCOUNT
COS-06236,884,339,2.3,2920,21,550,RESTOCK
SKI-06238,21,398,3.5,2197,1522,829,DISCOUNT
APP-06240,268,202,4.4,55,1880,693,DISCOUNT
ELE-06245,4,459,4.4,18,2380,177,DISCOUNT
CLO-06246,782,166,4.7,50,51,374,NO CHANGE
HOM-06247,821,341,3.9,67,43,65,RESTOCK
GRO-06248,670,402,3.7,71,71,182,RESTOCK
HOM-06250,327,497,2.7,1624,2463,44,DISCOUNT
HOM-06253,589,345,1.6,24,75,219,RESTOCK
SKI-06254,922,240,3.5,2861,26,168,RESTOCK
ELE-06263,729,350,2.9,10,93,447,NO CHANGE
HOM-06264,456,197,2.8,91,2643,413,DISCOUNT
GRO-06265,994,77,1.1,2128,2068,754,DISCOUNT
HOM-06267,697,213,1.4,19,83,261,NO CHANGE
SKI-06268,659,380,4.7,2031,52,323,RESTOCK
COS-06269,950,83,4.4,88,1751,333,DISCOUNT
SKI-06272,668,0,4.8,1575,1572,203,DISCOUNT
ELE-06273,334,139,1.3,1962,1897,247,DISCOUNT
APP-06275,526,385,1.2,2907,44,27,RESTOCK
ELE-06276,669,293,3.6,18,99,935,DISCOUNT
GRO-06279,876,18,1.2,2531,17,367,RESTOCK
SKI-06282,823,267,4.1,42,31,175,RESTOCK
FUR-06283,940,21,3.3,28,2857,315,DISCOUNT
CLO-06286,515,272,2.9,1247,2603,809,DISCOUNT
HOM-06290,760,87,2.7,74,2809,686,DISCOUNT
CLO-06292,980,445,1.5,2829,42,104,RESTOCK
COS-06294,95,44,2.9,21,2317,13,DISCOUNT
FUR-06302,66,238,3.8,2542,84,431,RESTOCK
ELE-06309,292,393,1.5,64,91,148,RESTOCK
SKI-06312,101,295,3.3,94,2645,881,DISCOUNT
FUR-06313,94,447,2.6,10,61,962,DISCOUNT
ELE-06315,985,185,1.2,2019,9,615,RESTOCK
APP-06316,342,238,1.3,1509,11,543,RESTOCK
APP-06317,799,15,2.0,49,44,148,RESTOCK
CLO-06320,181,42,4.6,1808,2307,875,DISCOUNT
APP-06323,272,456,1.5,1029,1032,952,DISCOUNT
SKI-06325,691,50,4.3,54,59,214,NO CHANGE
HOM-06327,423,124,1.2,2672,1185,927,DISCOUNT
FUR-06328,870,186,3.8,2344,1232,649,NO CHANGE
SKI-06329,896,11,1.0,1628,2011,665,DISCOUNT
COS-06330,994,337,4.7,98,1025,262,DISCOUNT
FUR-06331,908,281,1.5,2834,1187,283,RESTOCK
ELE-06335,708,146,2.5,83,2632,123,DISCOUNT
FUR-06340,896,229,3.8,1013,1680,49,DISCOUNT
SKI-06341,380,118,3.1,1988,95,458,RESTOCK
APP-06343,92,455,5.0,92,12,604,DISCOUNT
ELE-06344,98,85,2.3,40,1721,855,DISCOUNT
ELE-06347,358,495,4.0,84,2715,824,DISCOUNT
FUR-06348,51,328,1.9,11,2444,306,DISCOUNT
HOM-06349,632,250,4.3,1248,79,281,RESTOCK
ELE-06351,87,220,3.5,2310,2287,480,DISCOUNT
COS-06353,355,360,4.6,2915,10,638,RESTOCK
COS-06355,308,179,3.7,1308,1444,794,DISCOUNT
CLO-06356,459,258,4.9,1923,57,819,NO CHANGE
SKI-06362,910,33,1.5,72,2816,35,DISCOUNT
APP-06364,766,1,3.0,64,1745,563,DISCOUNT
APP-06366,774,261,2.2,1602,2731,275,DISCOUNT
FUR-06367,386,148,2.9,31,1789,696,DISCOUNT
SKI-06368,904,209,1.6,36,16,210,RESTOCK
HOM-06374,385,432,1.2,2924,7,207,RESTOCK
FUR-06376,818,156,2.1,2906,1128,600,NO CHANGE
COS-06380,490,500,4.5,45,53,3,RESTOCK
ELE-06382,945,339,2.4,1456,2028,661,DISCOUNT
FUR-06384,695,22,4.6,16,63,614,DISCOUNT
ELE-06385,150,483,1.5,79,1668,91,DISCOUNT
COS-06389,81,197,4.4,8,66,360,DISCOUNT
HOM-06391,320,97,2.0,77,2923,314,DISCOUNT
SKI-06393,968,39,1.5,2817,1384,267,RESTOCK
CLO-06395,722,291,3.6,2883,44,819,RESTOCK
CLO-06396,767,204,3.0,2321,24,738,RESTOCK
COS-06400,336,7,1.1,2254,5,979,NO CHANGE
SKI-06401,146,317,2.3,1409,46,270,RESTOCK
GRO-06402,650,404,4.1,1755,70,363,RESTOCK
SKI-06405,447,120,1.1,1505,82,272,RESTOCK
SKI-06408,859,213,3.0,49,1830,917,DISCOUNT
GRO-06411,821,413,3.9,1371,2277,853,DISCOUNT
HOM-06414,484,409,4.1,33,2380,244,DISCOUNT
COS-06416,446,310,3.6,94,1914,426,DISCOUNT
APP-06419,673,400,5.0,27,1578,170,DISCOUNT
HOM-06420,102,291,3.1,25,6,565,DISCOUNT
GRO-06421,94,109,1.3,1250,50,89,RESTOCK
ELE-06425,941,130,3.9,1122,2900,95,DISCOUNT
ELE-06426,617,117,3.1,29,2256,492,DISCOUNT
COS-06427,121,118,3.9,1465,70,638,NO CHANGE
SKI-06428,145,435,1.4,78,1442,444,DISCOUNT
GRO-06429,771,362,1.2,2833,2874,906,DISCOUNT
GRO-06430,170,13,1.3,45,33,414,DISCOUNT
CLO-06432,597,466,3.1,1732,2756,82,DISCOUNT
SKI-06433,255,98,3.4,62,1987,801,DISCOUNT
FUR-06434,863,345,3.6,1550,1757,17,DISCOUNT
FUR-06435,83,268,3.3,1661,29,345,RESTOCK
FUR-06443,997,12,2.7,1845,62,401,RESTOCK
CLO-06452,24,357,4.4,7,1761,418,DISCOUNT
FUR-06455,696,369,2.0,1436,59,297,RESTOCK
APP-06457,363,436,1.3,58,2961,254,DISCOUNT
ELE-06460,498,132,3.8,2226,1007,667,DISCOUNT
HOM-06463,192,109,3.8,1437,1751,789,DISCOUNT
CLO-06464,44,157,2.9,1453,1241,609,DISCOUNT
COS-06466,772,386,2.0,1197,2871,738,DISCOUNT
APP-06468,35,435,3.6,1422,24,793,NO CHANGE
CLO-06469,452,377,4.0,15,14,594,DISCOUNT
ELE-06479,2,437,1.1,1660,2396,685,DISCOUNT
CLO-06481,443,75,2.8,39,91,583,DISCOUNT
APP-06482,681,473,1.3,84,2700,948,DISCOUNT
GRO-06483,806,435,2.5,53,1718,133,DISCOUNT
HOM-06484,729,189,3.3,34,2546,521,DISCOUNT
COS-06485,955,408,3.6,23,1309,136,DISCOUNT
COS-06492,855,30,3.1,61,1045,201,DISCOUNT
GRO-06493,731,322,4.1,1243,1602,790,DISCOUNT
COS-06494,797,135,1.1,29,6,104,RESTOCK
HOM-06495,164,456,1.8,2243,16,755,RESTOCK
FUR-06497,497,338,1.7,18,2535,360,DISCOUNT
COS-06503,749,345,1.1,48,82,370,NO CHANGE
GRO-06505,603,378,1.6,55,1012,802,DISCOUNT
APP-06514,751,220,2.4,2193,1408,573,DISCOUNT
CLO-06515,942,413,1.4,1084,1814,945,DISCOUNT
HOM-06516,357,490,4.7,48,80,693,DISCOUNT
FUR-06522,239,350,2.2,53,2509,238,DISCOUNT
APP-06523,885,476,1.6,1926,1841,910,DISCOUNT
SKI-06525,26,309,2.7,86,2493,887,DISCOUNT
FUR-06526,707,452,3.0,52,1191,717,DISCOUNT
HOM-06527,353,303,3.0,1275,1043,668,DISCOUNT
GRO-06528,158,377,4.4,1770,11,954,NO CHANGE
FUR-06529,208,408,3.1,65,48,78,RESTOCK
SKI-06530,297,489,2.8,2541,2700,4,DISCOUNT
HOM-06533,149,262,1.3,1783,81,228,RESTOCK
APP-06536,956,84,1.1,6,2121,827,DISCOUNT
CLO-06537,436,493,2.7,2364,1413,126,RESTOCK
SKI-06538,189,260,4.4,1515,83,64,RESTOCK
SKI-06542,570,16,1.0,74,1742,86,DISCOUNT
FUR-06543,476,91,1.9,98,10,92,RESTOCK
ELE-06544,492,464,2.6,1776,1319,924,DISCOUNT
ELE-06550,574,65,2.5,8,1151,263,DISCOUNT
FUR-06551,187,120,3.4,2733,59,34,RESTOCK
CLO-06552,589,4,1.9,10,2126,938,DISCOUNT
COS-06553,929,151,3.4,2467,77,909,RESTOCK
GRO-06556,39,20,2.1,2999,13,721,RESTOCK
ELE-06557,414,74,2.8,2639,88,42,RESTOCK
SKI-06559,329,252,2.8,1513,28,347,RESTOCK
FUR-06562,687,248,4.6,64,57,887,DISCOUNT
CLO-06563,478,98,4.0,52,2641,644,DISCOUNT
APP-06565,587,31,4.9,80,74,244,NO CHANGE
SKI-06568,746,189,4.3,54,1801,486,DISCOUNT
ELE-06574,81,282,3.2,62,83,415,DISCOUNT
ELE-06577,541,229,3.4,19,13,114,RESTOCK
HOM-06581,662,148,3.7,16,2247,150,DISCOUNT
GRO-06584,593,43,3.2,46,2409,779,DISCOUNT
CLO-06586,790,462,3.5,2806,54,475,RESTOCK
FUR-06593,68,24,2.6,1024,94,368,NO CHANGE
APP-06594,715,395,4.0,2167,1453,949,DISCOUNT
SKI-06595,644,415,2.8,89,2253,682,DISCOUNT
COS-06597,727,442,3.1,2231,2418,341,DISCOUNT
COS-06598,550,171,3.9,1231,2353,175,DISCOUNT
SKI-06601,486,204,2.0,27,16,796,DISCOUNT
GRO-06602,21,30,4.3,1962,93,28,RESTOCK
COS-06604,805,106,1.3,1512,94,284,RESTOCK
FUR-06605,795,417,3.0,1777,57,118,RESTOCK
COS-06606,977,400,1.6,2869,93,668,RESTOCK
ELE-06608,140,161,1.4,46,1231,905,DISCOUNT
ELE-06613,784,374,1.6,44,2966,384,DISCOUNT
COS-06621,394,30,4.9,93,1774,255,DISCOUNT
FUR-06624,969,31,1.1,1307,2540,242,DISCOUNT
APP-06627,137,31,4.9,97,1898,253,DISCOUNT
CLO-06632,560,79,2.2,2520,2169,138,DISCOUNT
COS-06634,680,482,3.5,2251,1654,602,DISCOUNT
SKI-06637,149,26,4.3,2879,1027,937,DISCOUNT
FUR-06647,256,444,1.7,1364,53,347,RESTOCK
SKI-06649,402,129,3.7,2732,70,533,RESTOCK
FUR-06650,900,267,3.1,2581,22,817,RESTOCK
COS-06651,873,336,2.3,15,1713,764,DISCOUNT
GRO-06652,823,100,4.0,1138,2154,978,DISCOUNT
CLO-06654,327,371,4.9,2271,15,259,RESTOCK
ELE-06657,245,448,2.4,2932,80,539,RESTOCK
SKI-06658,299,263,3.0,46,71,354,DISCOUNT
APP-06659,468,202,4.3,2270,98,724,RESTOCK
HOM-06661,90,115,3.4,2397,2174,90,DISCOUNT
COS-06663,530,313,3.4,55,10,478,DISCOUNT
FUR-06664,328,320,2.7,1023,25,135,RESTOCK
HOM-06667,181,443,3.9,2241,1893,710,DISCOUNT
FUR-06671,240,219,4.0,2006,1322,593,DISCOUNT
HOM-06672,252,253,3.3,45,2850,878,DISCOUNT
FUR-06676,465,115,4.3,2532,6,797,RESTOCK
COS-06677,759,189,3.4,98,81,197,RESTOCK
GRO-06680,672,41,2.0,34,13,93,RESTOCK
HOM-06683,61,62,3.9,1079,22,953,DISCOUNT
HOM-06685,106,215,3.0,90,80,441,DISCOUNT
FUR-06687,302,362,4.5,29,84,875,DISCOUNT
ELE-06688,555,268,1.3,35,18,979,DISCOUNT
COS-06690,83,140,4.4,65,27,344,DISCOUNT
CLO-06691,85,223,3.1,2829,1839,623,DISCOUNT
CLO-06694,939,126,1.2,66,1456,727,DISCOUNT
CLO-06699,439,42,1.6,2994,1840,418,DISCOUNT
HOM-06700,945,429,4.1,2679,79,164,RESTOCK
COS-06701,266,219,3.5,2007,1566,815,DISCOUNT
SKI-06703,457,87,1.8,33,1022,21,DISCOUNT
ELE-06704,283,270,2.6,2458,1705,901,DISCOUNT
GRO-06706,206,355,2.7,78,1364,125,DISCOUNT
CLO-06708,493,42,4.4,65,1939,427,DISCOUNT
FUR-06709,511,320,3.0,60,2332,301,DISCOUNT
GRO-06716,617,63,3.6,78,2717,237,DISCOUNT
COS-06721,710,303,4.0,2288,84,968,NO CHANGE
CLO-06724,274,139,2.9,32,51,249,DISCOUNT
ELE-06725,588,411,3.6,1117,6,89,RESTOCK
FUR-06726,791,470,2.2,2041,48,627,RESTOCK
ELE-06727,133,340,4.2,49,28,220,NO CHANGE
HOM-06731,688,478,4.6,89,20,899,DISCOUNT
HOM-06736,216,499,3.3,51,73,187,RESTOCK
GRO-06737,396,114,2.8,12,41,747,DISCOUNT
GRO-06740,936,235,1.0,1202,2756,281,DISCOUNT
CLO-06741,74,114,3.8,15,52,833,DISCOUNT
ELE-06743,931,256,4.6,1338,1049,547,DISCOUNT
CLO-06747,838,263,2.0,2195,97,232,RESTOCK
GRO-06748,875,274,4.9,2486,1494,179,RESTOCK
CLO-06749,973,38,1.3,29,2211,568,DISCOUNT
ELE-06751,387,150,4.1,52,2737,1,DISCOUNT
APP-06753,804,254,2.3,43,2697,802,DISCOUNT
APP-06754,263,27,3.7,1822,41,547,RESTOCK
APP-06755,951,142,4.1,48,92,848,DISCOUNT
SKI-06757,22,211,5.0,1441,2122,341,DISCOUNT
ELE-06758,921,18,4.6,94,51,84,RESTOCK
HOM-06759,254,382,3.5,22,95,448,DISCOUNT
APP-06760,984,156,4.4,25,79,62,RESTOCK
GRO-06761,580,263,2.5,5,1336,638,DISCOUNT
GRO-06769,438,310,3.9,25,91,976,DISCOUNT
HOM-06770,242,110,4.0,68,2795,749,DISCOUNT
GRO-06771,654,466,2.6,1958,93,78,RESTOCK
ELE-06778,175,38,3.3,68,37,755,DISCOUNT
CLO-06779,511,447,3.2,1293,2414,628,DISCOUNT
APP-06780,960,274,1.4,2598,1341,968,DISCOUNT
COS-06789,116,458,4.1,2326,2181,657,DISCOUNT
GRO-06794,196,443,1.9,1712,1843,981,DISCOUNT
APP-06798,605,213,2.3,42,54,157,RESTOCK
GRO-06803,717,242,1.3,79,1228,303,DISCOUNT
FUR-06804,821,262,4.4,2778,87,208,RESTOCK
HOM-06805,964,150,2.3,38,97,829,DISCOUNT
SKI-06808,748,317,4.8,1699,93,753,RESTOCK
ELE-06809,938,468,4.3,16,92,987,DISCOUNT
SKI-06810,243,180,4.9,1386,1161,666,DISCOUNT
ELE-06811,667,431,3.2,1594,50,577,RESTOCK
COS-06813,187,181,2.7,1599,2346,131,DISCOUNT
GRO-06814,674,395,3.9,50,47,890,DISCOUNT
CLO-06815,762,459,2.4,2823,2600,840,DISCOUNT
SKI-06822,975,336,4.9,1462,1191,90,RESTOCK
CLO-06825,794,284,1.5,2816,1787,893,DISCOUNT
COS-06827,960,326,2.0,59,24,712,DISCOUNT
APP-06833,533,215,4.9,2907,2766,601,DISCOUNT
HOM-06836,826,184,4.0,2462,59,945,RESTOCK
APP-06840,259,469,3.0,26,93,697,DISCOUNT
HOM-06848,430,213,2.7,22,94,734,DISCOUNT
APP-06849,785,456,1.2,65,16,944,DISCOUNT
HOM-06851,300,18,3.9,2850,15,549,RESTOCK
CLO-06852,796,364,1.8,1636,85,65,RESTOCK
GRO-06858,445,376,4.6,50,43,906,DISCOUNT
HOM-06861,541,160,3.9,1510,2842,995,DISCOUNT
CLO-06864,762,166,4.0,71,2405,931,DISCOUNT
COS-06866,23,204,4.3,52,47,636,DISCOUNT
SKI-06868,872,137,4.7,89,88,950,DISCOUNT
CLO-06869,635,292,4.2,2600,67,688,RESTOCK
HOM-06871,86,500,1.4,85,89,421,DISCOUNT
FUR-06872,302,317,4.3,2469,25,241,RESTOCK
APP-06873,53,55,4.6,2014,2981,531,DISCOUNT
HOM-06875,417,35,4.9,1348,2686,435,DISCOUNT
COS-06876,465,84,2.5,32,81,828,DISCOUNT
COS-06880,784,286,3.8,1006,34,756,NO CHANGE
APP-06883,897,191,3.3,10,49,634,DISCOUNT
FUR-06886,674,227,4.7,84,2526,507,DISCOUNT
APP-06888,800,335,4.2,2246,1125,93,RESTOCK
COS-06889,122,233,1.8,2563,92,178,RESTOCK
GRO-06890,604,355,4.4,1157,57,441,RESTOCK
HOM-06891,757,446,2.2,2412,2962,483,DISCOUNT
FUR-06893,2,275,2.7,2922,47,864,RESTOCK
FUR-06897,50,230,2.7,10,41,304,DISCOUNT
COS-06898,379,218,1.9,1177,71,139,RESTOCK
COS-06899,284,316,2.8,2996,2688,744,DISCOUNT
CLO-06900,252,9,4.6,1804,33,139,RESTOCK
HOM-06903,373,307,4.0,2018,76,351,RESTOCK
GRO-06905,512,18,3.0,12,28,819,DISCOUNT
HOM-06907,457,85,1.0,1720,88,362,RESTOCK
GRO-06910,407,443,3.1,84,1920,51,DISCOUNT
ELE-06912,63,73,1.0,1834,2513,257,DISCOUNT
HOM-06913,381,201,2.8,2720,23,687,RESTOCK
APP-06915,943,182,4.2,2380,1662,108,RESTOCK
SKI-06916,408,21,2.2,99,2930,322,DISCOUNT
SKI-06917,397,96,4.2,15,2822,653,DISCOUNT
FUR-06921,531,389,4.4,93,12,891,DISCOUNT
GRO-06922,916,225,2.0,1459,87,773,NO CHANGE
ELE-06924,892,5,4.8,95,51,793,DISCOUNT
ELE-06926,50,454,3.3,2420,91,445,RESTOCK
HOM-06927,113,148,5.0,17,93,598,DISCOUNT
SKI-06928,681,408,3.6,2289,98,179,RESTOCK
CLO-06934,667,200,4.4,92,85,599,DISCOUNT
HOM-06935,54,139,4.3,34,66,281,DISCOUNT
GRO-06936,60,12,2.1,1469,43,609,NO CHANGE
SKI-06937,945,206,2.1,74,43,682,DISCOUNT
FUR-06940,82,330,2.4,40,22,577,DISCOUNT
APP-06943,937,466,1.6,1504,9,18,RESTOCK
SKI-06944,77,139,1.9,2744,2286,711,DISCOUNT
HOM-06947,212,171,1.5,13,49,485,DISCOUNT
ELE-06949,526,198,3.8,79,82,967,DISCOUNT
ELE-06955,564,409,3.9,61,66,492,NO CHANGE
CLO-06957,572,315,2.6,14,9,968,DISCOUNT
FUR-06958,728,413,4.1,1881,1087,966,DISCOUNT
GRO-06959,445,55,2.7,1034,8,346,RESTOCK
APP-06966,773,225,1.6,87,90,476,DISCOUNT
GRO-06970,510,229,1.1,18,79,636,DISCOUNT
APP-06973,252,91,2.7,2690,2018,968,DISCOUNT
SKI-06975,983,181,4.1,2337,59,282,RESTOCK
GRO-06976,514,389,2.4,67,1693,924,DISCOUNT
SKI-06977,754,272,3.5,50,81,799,DISCOUNT
HOM-06978,86,108,3.4,2609,27,860,NO CHANGE
GRO-06979,431,366,2.3,2248,46,179,RESTOCK
APP-06982,150,82,3.4,38,24,702,DISCOUNT
ELE-06986,250,444,3.1,36,35,493,DISCOUNT
CLO-06988,393,122,3.2,55,55,724,DISCOUNT
CLO-06989,617,269,1.3,1750,79,250,RESTOCK
SKI-06992,149,390,2.4,60,2457,455,DISCOUNT
SKI-06995,637,194,4.2,77,33,28,RESTOCK
APP-06996,717,361,3.4,2328,85,831,RESTOCK
HOM-06997,820,276,4.8,2157,76,102,RESTOCK
CLO-07002,453,131,2.4,2457,26,849,RESTOCK
SKI-07003,695,287,3.0,2766,99,640,RESTOCK
ELE-07004,163,126,2.9,74,18,482,DISCOUNT
APP-07011,264,151,2.6,33,1968,84,DISCOUNT
CLO-07012,903,68,4.5,1259,40,646,NO CHANGE
FUR-07021,515,20,1.9,2461,1167,66,RESTOCK
COS-07025,375,276,3.8,19,46,596,DISCOUNT
COS-07027,681,418,2.1,1011,18,640,NO CHANGE
ELE-07028,911,357,2.3,59,2887,338,DISCOUNT
FUR-07029,645,50,1.7,10,2669,409,DISCOUNT
ELE-07030,688,444,3.6,2235,2895,334,DISCOUNT
CLO-07031,585,333,1.2,49,1371,153,DISCOUNT
GRO-07034,554,5,2.3,1663,48,540,RESTOCK
HOM-07041,347,99,2.8,31,25,719,DISCOUNT
HOM-07050,859,23,3.2,1462,2185,841,DISCOUNT
HOM-07056,134,226,1.8,1673,1291,354,DISCOUNT
HOM-07058,22,226,4.3,83,2046,674,DISCOUNT
FUR-07063,461,339,3.0,9,16,707,DISCOUNT
APP-07064,490,94,1.2,2408,2332,516,DISCOUNT
HOM-07065,17,383,4.8,2621,1616,935,DISCOUNT
COS-07071,574,360,3.5,60,2871,435,DISCOUNT
APP-07075,223,407,4.8,83,2250,393,DISCOUNT
HOM-07079,444,7,4.4,1970,17,193,RESTOCK
APP-07081,100,474,4.5,2724,52,136,RESTOCK
ELE-07091,564,184,4.6,1773,1836,819,DISCOUNT
CLO-07092,854,110,4.5,82,2300,478,DISCOUNT
ELE-07095,783,352,3.9,2999,95,254,RESTOCK
HOM-07097,983,71,1.9,88,5,931,DISCOUNT
FUR-07101,180,444,1.6,26,1939,27,DISCOUNT
CLO-07103,486,433,3.4,43,41,490,DISCOUNT
CLO-07105,413,53,2.1,90,27,384,DISCOUNT
CLO-07106,545,356,2.0,75,1587,786,DISCOUNT
HOM-07110,120,113,4.1,34,72,181,DISCOUNT
COS-07113,235,261,4.7,13,1158,949,DISCOUNT
SKI-07118,865,346,3.4,38,80,747,DISCOUNT
FUR-07119,106,467,3.9,15,1638,163,DISCOUNT
FUR-07120,245,162,3.2,2361,2852,94,DISCOUNT
ELE-07123,355,209,2.9,30,1775,908,DISCOUNT
GRO-07124,345,336,3.1,1270,19,359,RESTOCK
CLO-07127,464,284,1.2,1490,1062,262,DISCOUNT
GRO-07129,960,429,1.6,7,1194,353,DISCOUNT
GRO-07133,890,284,1.9,2951,1310,256,RESTOCK
GRO-07134,863,483,4.2,78,83,961,DISCOUNT
ELE-07135,998,326,1.7,63,2484,928,DISCOUNT
CLO-07143,367,420,1.9,1029,12,733,NO CHANGE
SKI-07144,621,401,1.7,24,2040,23,DISCOUNT
HOM-07145,888,44,1.3,98,86,248,NO CHANGE
ELE-07150,281,399,2.7,99,86,994,DISCOUNT
SKI-07153,963,342,4.7,2523,1068,547,RESTOCK
CLO-07155,485,466,1.4,80,1510,95,DISCOUNT
GRO-07156,641,328,2.3,1166,2233,81,DISCOUNT
GRO-07162,572,421,2.2,1909,34,186,RESTOCK
APP-07163,152,188,2.5,25,83,709,DISCOUNT
SKI-07165,235,134,1.1,1957,48,514,RESTOCK
COS-07166,988,443,2.7,1077,1415,410,DISCOUNT
APP-07169,816,137,4.7,74,2123,182,DISCOUNT
COS-07172,29,278,2.1,46,95,280,DISCOUNT
CLO-07174,41,480,3.8,96,1653,422,DISCOUNT
GRO-07175,105,133,4.2,2559,34,635,RESTOCK
CLO-07176,401,388,1.4,1632,76,778,NO CHANGE
GRO-07179,85,316,4.8,25,2587,900,DISCOUNT
ELE-07181,916,108,3.8,48,2154,122,DISCOUNT
FUR-07183,551,261,1.4,2145,2500,209,DISCOUNT
SKI-07184,954,237,1.0,1118,6,143,RESTOCK
FUR-07185,965,176,3.1,86,1750,917,DISCOUNT
COS-07187,797,456,2.1,1494,2913,368,DISCOUNT
COS-07192,636,176,4.2,2924,2321,238,DISCOUNT
GRO-07194,614,318,2.1,2430,13,234,RESTOCK
FUR-07196,23,457,2.6,1355,2842,152,DISCOUNT
FUR-07201,933,423,2.4,2696,65,446,RESTOCK
CLO-07202,393,45,3.9,2368,2833,975,DISCOUNT
FUR-07205,727,363,2.3,94,40,102,RESTOCK
APP-07206,601,451,4.1,2567,32,905,RESTOCK
CLO-07210,146,118,4.0,72,1999,941,DISCOUNT
SKI-07213,532,465,4.6,2800,30,405,RESTOCK
SKI-07216,1,328,4.3,54,75,913,DISCOUNT
SKI-07218,640,381,4.0,2126,66,738,RESTOCK
FUR-07219,918,192,2.0,2451,25,335,RESTOCK
FUR-07221,524,286,1.4,13,1692,38,DISCOUNT
APP-07224,230,149,3.2,55,95,560,DISCOUNT
SKI-07226,305,113,2.6,56,46,923,DISCOUNT
CLO-07230,634,71,4.6,2287,1362,48,RESTOCK
HOM-07232,624,168,1.9,8,2048,360,DISCOUNT
GRO-07235,927,126,1.3,2976,1590,83,RESTOCK
FUR-07237,883,500,2.2,60,1585,442,DISCOUNT
APP-07238,899,402,3.2,1977,9,884,RESTOCK
SKI-07239,78,251,4.0,2878,2755,459,DISCOUNT
FUR-07242,611,471,2.2,84,2381,885,DISCOUNT
GRO-07248,232,304,3.8,1020,46,776,NO CHANGE
HOM-07250,591,186,4.3,1302,71,856,NO CHANGE
APP-07251,495,52,2.4,2051,2315,385,DISCOUNT
HOM-07252,215,112,1.7,1327,48,299,RESTOCK
APP-07259,655,254,2.2,2554,1897,935,DISCOUNT
GRO-07263,955,452,2.2,18,90,808,DISCOUNT
SKI-07265,910,52,1.9,2329,23,486,RESTOCK
CLO-07267,410,476,4.6,28,59,723,DISCOUNT
APP-07268,258,362,4.9,2178,2426,491,DISCOUNT
HOM-07269,938,227,3.5,96,2550,755,DISCOUNT
APP-07271,202,153,1.1,15,2080,532,DISCOUNT
APP-07273,973,417,3.8,86,89,572,NO CHANGE
HOM-07276,507,95,3.8,1806,22,168,RESTOCK
FUR-07278,195,80,3.7,68,70,559,DISCOUNT
FUR-07279,486,137,4.4,91,2891,541,DISCOUNT
APP-07280,841,277,2.2,1984,40,120,RESTOCK
APP-07282,851,249,2.2,2128,1044,649,NO CHANGE
FUR-07285,546,384,1.4,2580,1534,816,DISCOUNT
SKI-07286,782,106,4.1,1973,73,765,RESTOCK
SKI-07290,179,389,4.2,40,73,948,DISCOUNT
CLO-07294,727,18,1.9,1295,35,739,NO CHANGE
FUR-07295,799,266,4.1,2009,2344,17,DISCOUNT
CLO-07299,832,224,1.6,1340,1263,942,DISCOUNT
FUR-07302,776,441,2.3,67,1866,350,DISCOUNT
FUR-07303,677,210,1.3,7,20,203,RESTOCK
COS-07304,536,215,1.3,66,1121,764,DISCOUNT
FUR-07306,29,109,4.1,65,2936,877,DISCOUNT
HOM-07307,480,472,4.1,98,1937,882,DISCOUNT
FUR-07309,842,6,2.8,85,1212,625,DISCOUNT
FUR-07310,797,438,3.5,1200,43,613,RESTOCK
FUR-07316,642,43,4.8,1732,49,6,RESTOCK
GRO-07318,698,13,1.3,95,96,854,DISCOUNT
SKI-07321,742,198,1.9,2498,37,423,RESTOCK
APP-07322,936,167,1.3,1018,71,867,NO CHANGE
ELE-07324,202,363,4.5,62,13,666,DISCOUNT
HOM-07325,387,378,3.0,2803,96,577,RESTOCK
APP-07326,726,243,1.1,7,2568,789,DISCOUNT
ELE-07327,695,258,3.0,79,2676,941,DISCOUNT
GRO-07328,130,256,4.0,26,84,651,DISCOUNT
GRO-07329,105,79,3.8,1464,2743,195,DISCOUNT
CLO-07331,858,210,3.8,66,60,343,NO CHANGE
COS-07336,540,353,3.0,1572,96,461,RESTOCK
APP-07337,610,313,2.6,60,35,802,DISCOUNT
APP-07338,498,497,3.5,11,1899,919,DISCOUNT
CLO-07340,226,365,2.1,1459,1383,781,DISCOUNT
FUR-07341,935,75,1.1,49,1841,839,DISCOUNT
CLO-07342,334,371,4.0,1287,35,235,RESTOCK
APP-07343,217,490,2.4,58,2253,54,DISCOUNT
HOM-07347,299,90,4.3,56,68,448,DISCOUNT
APP-07349,881,412,4.9,79,24,287,RESTOCK
GRO-07351,277,270,4.6,1305,10,706,NO CHANGE
SKI-07356,422,323,3.9,6,61,963,DISCOUNT
APP-07357,130,284,2.6,51,1666,556,DISCOUNT
SKI-07360,338,31,1.6,36,2903,727,DISCOUNT
COS-07361,577,28,3.1,64,2955,590,DISCOUNT
APP-07362,2,363,2.1,42,2051,762,DISCOUNT
SKI-07363,725,470,1.6,24,2745,634,DISCOUNT
COS-07365,642,119,3.0,23,91,34,RESTOCK
COS-07366,775,29,3.8,79,11,515,DISCOUNT
FUR-07370,60,277,4.7,76,1212,627,DISCOUNT
APP-07375,481,102,3.8,22,77,277,NO CHANGE
COS-07376,630,289,2.9,72,60,71,RESTOCK
GRO-07380,388,362,2.9,13,13,414,DISCOUNT
CLO-07381,483,321,3.9,2272,69,56,RESTOCK
FUR-07384,689,344,3.4,96,2482,502,DISCOUNT
HOM-07386,232,468,2.1,1597,54,103,RESTOCK
